medi	snps_for_medi	coef	file	method	tissue	trait	seq	Pos	medi_V4_name
GRMZM2G115598	8-134628447	-0.252914776	res.fixed_indirect_X.448388..D.allose.1..17.278_ts_GShoot.csv	res.fixed	GShoot	X.448388..D.allose.1..17.278	8	139054859	Zm00001d002169
GRMZM2G115598	4-205711969	-0.001550062	res.fixed_indirect_X.5984..fructose.1..17.18..s100_ts_Kern.csv	res.fixed	Kern	X.5984..fructose.1..17.18..s100	4	210038525	Zm00001d002169
GRMZM2G115598	2-188030034	-0.152081349	res.fixed_indirect_X.311..citric.acid..16.615..s100_ts_LMAD.csv	res.fixed	LMAD	X.311..citric.acid..16.615..s100	2	192995235	Zm00001d002169
GRMZM2G115598	2-123956724	-0.062792586	res.fixed_indirect_X.5984..fructose.1..17.18..s100_ts_Kern.csv	res.fixed	Kern	X.5984..fructose.1..17.18..s100	2	127375925	Zm00001d002169
GRMZM2G115598	7-83315653	-0.071113202	res.fixed_indirect_X.311..citric.acid..16.615..s100_ts_LMAN.csv	res.fixed	LMAN	X.311..citric.acid..16.615..s100	7	86244001	Zm00001d002169
GRMZM2G115598	1-29961237	0.012213668	res.fixed_indirect_X.311..citric.acid..16.615..s100_ts_LMAN.csv	res.fixed	LMAN	X.311..citric.acid..16.615..s100	1	30239454	Zm00001d002169
GRMZM2G115598	2-128199939	-0.06363951	res.fixed_indirect_X.311..citric.acid..16.615..s100_ts_Kern.csv	res.fixed	Kern	X.311..citric.acid..16.615..s100	2	131745046	Zm00001d002169
GRMZM2G115598	7-43919756	-0.033465666	res.fixed_indirect_X.311..citric.acid..16.615..s100_ts_LMAN.csv	res.fixed	LMAN	X.311..citric.acid..16.615..s100	7	45424772	Zm00001d002169
GRMZM2G115598	1-29961237	0.160527347	res.fixed_indirect_X.311..citric.acid..16.615..s100_ts_LMAD.csv	res.fixed	LMAD	X.311..citric.acid..16.615..s100	1	30239454	Zm00001d002169
GRMZM2G115598	4-114045495	-0.034829344	res.fixed_indirect_X.311..citric.acid..16.615..s100_ts_LMAN.csv	res.fixed	LMAN	X.311..citric.acid..16.615..s100	4	117597214	Zm00001d002169
GRMZM2G115598	2-19818665	-0.01846029	res.fixed_indirect_X.311..citric.acid..16.615..s100_ts_LMAN.csv	res.fixed	LMAN	X.311..citric.acid..16.615..s100	2	20449697	Zm00001d002169
GRMZM2G115598	3-40679972	-0.059261062	res.fixed_indirect_X.311..citric.acid..16.615..s100_ts_LMAD.csv	res.fixed	LMAD	X.311..citric.acid..16.615..s100	3	40283074	Zm00001d002169
GRMZM2G115598	8-113133156	-0.339321357	res.fixed_indirect_X.1549111..caffeic.acid..19.755_ts_GShoot.csv	res.fixed	GShoot	X.1549111..caffeic.acid..19.755	8	116369474	Zm00001d002169
GRMZM2G115598	8-134628447	-0.244249483	res.fixed_indirect_X.5984..fructose.1..17.18..s100_ts_Kern.csv	res.fixed	Kern	X.5984..fructose.1..17.18..s100	8	139054859	Zm00001d002169
GRMZM2G115598	6-92028255	-0.035153255	res.fixed_indirect_X.311..citric.acid..16.615..s100_ts_LMAN.csv	res.fixed	LMAN	X.311..citric.acid..16.615..s100	6	94487570	Zm00001d002169
GRMZM2G115598	7-160183524	0.113195446	res.fixed_indirect_X.448388..D.allose.1..17.278_ts_GShoot.csv	res.fixed	GShoot	X.448388..D.allose.1..17.278	7	165624964	Zm00001d002169
GRMZM2G115598	2-136131129	-0.041428928	res.fixed_indirect_X.311..citric.acid..16.615..s100_ts_Kern.csv	res.fixed	Kern	X.311..citric.acid..16.615..s100	2	139527845	Zm00001d002169
GRMZM2G115598	2-133259849	-0.047051034	res.fixed_indirect_X.311..citric.acid..16.615..s100_ts_LMAN.csv	res.fixed	LMAN	X.311..citric.acid..16.615..s100	2	136808756	Zm00001d002169
GRMZM2G115598	2-64466330	-0.125171456	res.fixed_indirect_X.5984..fructose.1..17.18..s100_ts_Kern.csv	res.fixed	Kern	X.5984..fructose.1..17.18..s100	2	65632576	Zm00001d002169
GRMZM2G115598	4-227507047	-0.244092211	res.fixed_indirect_X.311..citric.acid..16.615..s100_ts_GShoot.csv	res.fixed	GShoot	X.311..citric.acid..16.615..s100	4	231933909	Zm00001d002169
GRMZM2G115598	7-31070695	-0.054842482	res.fixed_indirect_X.311..citric.acid..16.615..s100_ts_LMAN.csv	res.fixed	LMAN	X.311..citric.acid..16.615..s100	7	32186747	Zm00001d002169
GRMZM2G115598	2-21724980	-0.056138772	res.fixed_indirect_X.5984..fructose.1..17.18..s100_ts_Kern.csv	res.fixed	Kern	X.5984..fructose.1..17.18..s100	2	22395130	Zm00001d002169
GRMZM2G115598	2-133100182	-0.102523075	res.fixed_indirect_X.311..citric.acid..16.615..s100_ts_LMAN.csv	res.fixed	LMAN	X.311..citric.acid..16.615..s100	2	136651114	Zm00001d002169
GRMZM2G115598	4-205711969	-0.084149805	res.fixed_indirect_X.311..citric.acid..16.615..s100_ts_GShoot.csv	res.fixed	GShoot	X.311..citric.acid..16.615..s100	4	210038525	Zm00001d002169
GRMZM2G115598	3-172425025	0.089158135	res.fixed_indirect_X.1549111..caffeic.acid..19.755_ts_LMAD.csv	res.fixed	LMAD	X.1549111..caffeic.acid..19.755	3	174794305	Zm00001d002169
GRMZM2G115598	1-257274854	-0.03057999	res.fixed_indirect_X.311..citric.acid..16.615..s100_ts_LMAN.csv	res.fixed	LMAN	X.311..citric.acid..16.615..s100	1	261820142	Zm00001d002169
GRMZM2G115598	5-106539440	0.01633237	res.fixed_indirect_X.311..citric.acid..16.615..s100_ts_GShoot.csv	res.fixed	GShoot	X.311..citric.acid..16.615..s100	5	109133056	Zm00001d002169
GRMZM2G115598	2-234534176	-0.343337635	res.fixed_indirect_X.311..citric.acid..16.615..s100_ts_GShoot.csv	res.fixed	GShoot	X.311..citric.acid..16.615..s100	2	242005752	Zm00001d002169
GRMZM2G115598	5-208839190	-0.239749669	res.fixed_indirect_X.311..citric.acid..16.615..s100_ts_LMAN.csv	res.fixed	LMAN	X.311..citric.acid..16.615..s100	5	214615515	Zm00001d002169
GRMZM2G115598	10-123614448	-0.003784899	res.fixed_indirect_X.5984..fructose.1..17.18..s100_ts_Kern.csv	res.fixed	Kern	X.5984..fructose.1..17.18..s100	10	124667686	Zm00001d002169
GRMZM2G115598	2-33945365	-0.117566457	res.fixed_indirect_X.311..citric.acid..16.615..s100_ts_Kern.csv	res.fixed	Kern	X.311..citric.acid..16.615..s100	2	34858551	Zm00001d002169
GRMZM2G115598	1-177403121	-0.219431728	res.fixed_indirect_X.311..citric.acid..16.615..s100_ts_Kern.csv	res.fixed	Kern	X.311..citric.acid..16.615..s100	1	179339617	Zm00001d002169
GRMZM2G115598	8-158504171	-0.08551607	res.fixed_indirect_X.5984..fructose.1..17.18..s100_ts_Kern.csv	res.fixed	Kern	X.5984..fructose.1..17.18..s100	8	163812233	Zm00001d002169
GRMZM2G115598	5-139033077	-0.09891533	res.fixed_indirect_X.311..citric.acid..16.615..s100_ts_LMAN.csv	res.fixed	LMAN	X.311..citric.acid..16.615..s100	5	142347010	Zm00001d002169
GRMZM2G115598	4-17361887	-0.080474665	res.fixed_indirect_X.311..citric.acid..16.615..s100_ts_LMAD.csv	res.fixed	LMAD	X.311..citric.acid..16.615..s100	4	18478672	Zm00001d002169
GRMZM2G115598	4-188109676	-0.065110308	res.fixed_indirect_X.311..citric.acid..16.615..s100_ts_LMAN.csv	res.fixed	LMAN	X.311..citric.acid..16.615..s100	4	191403121	Zm00001d002169
GRMZM2G115598	10-98278097	-0.050106223	res.fixed_indirect_X.311..citric.acid..16.615..s100_ts_Kern.csv	res.fixed	Kern	X.311..citric.acid..16.615..s100	10	98671738	Zm00001d002169
GRMZM2G115598	2-3824920	-0.047863605	res.fixed_indirect_X.311..citric.acid..16.615..s100_ts_LMAN.csv	res.fixed	LMAN	X.311..citric.acid..16.615..s100	2	3864339	Zm00001d002169
GRMZM2G115598	5-195714251	-0.009414857	res.fixed_indirect_X.311..citric.acid..16.615..s100_ts_LMAN.csv	res.fixed	LMAN	X.311..citric.acid..16.615..s100	5	200856696	Zm00001d002169
GRMZM2G115598	7-34974963	-0.033555626	res.fixed_indirect_X.311..citric.acid..16.615..s100_ts_Kern.csv	res.fixed	Kern	X.311..citric.acid..16.615..s100	7	36262589	Zm00001d002169
GRMZM2G115598	1-256984142	-0.063269586	res.fixed_indirect_X.311..citric.acid..16.615..s100_ts_Kern.csv	res.fixed	Kern	X.311..citric.acid..16.615..s100	1	261525592	Zm00001d002169
GRMZM2G115598	5-14682551	-0.004256333	res.fixed_indirect_X.311..citric.acid..16.615..s100_ts_LMAN.csv	res.fixed	LMAN	X.311..citric.acid..16.615..s100	5	15184541	Zm00001d002169
GRMZM2G115598	5-106539440	-0.180345048	res.fixed_indirect_X.448388..D.allose.1..17.278_ts_GShoot.csv	res.fixed	GShoot	X.448388..D.allose.1..17.278	5	109133056	Zm00001d002169
GRMZM2G115598	4-30503097	0.033764961	res.fixed_indirect_X.311..citric.acid..16.615..s100_ts_LMAN.csv	res.fixed	LMAN	X.311..citric.acid..16.615..s100	4	32023691	Zm00001d002169
GRMZM2G115598	1-250665078	-0.030078714	res.fixed_indirect_X.311..citric.acid..16.615..s100_ts_LMAN.csv	res.fixed	LMAN	X.311..citric.acid..16.615..s100	1	254719564	Zm00001d002169
GRMZM2G115598	7-34974963	-0.033555626	res.fixed_indirect_X.5984..fructose.1..17.18..s100_ts_Kern.csv	res.fixed	Kern	X.5984..fructose.1..17.18..s100	7	36262589	Zm00001d002169
GRMZM2G115598	2-43574748	-0.005874328	res.fixed_indirect_X.5984..fructose.1..17.18..s100_ts_Kern.csv	res.fixed	Kern	X.5984..fructose.1..17.18..s100	2	44777164	Zm00001d002169
GRMZM2G115598	4-205711969	-0.001550062	res.fixed_indirect_X.311..citric.acid..16.615..s100_ts_Kern.csv	res.fixed	Kern	X.311..citric.acid..16.615..s100	4	210038525	Zm00001d002169
GRMZM2G115598	1-256984142	-0.063269586	res.fixed_indirect_X.5984..fructose.1..17.18..s100_ts_Kern.csv	res.fixed	Kern	X.5984..fructose.1..17.18..s100	1	261525592	Zm00001d002169
GRMZM2G115598	10-123614448	-0.003784899	res.fixed_indirect_X.311..citric.acid..16.615..s100_ts_Kern.csv	res.fixed	Kern	X.311..citric.acid..16.615..s100	10	124667686	Zm00001d002169
GRMZM2G115598	10-98278097	-0.050106223	res.fixed_indirect_X.5984..fructose.1..17.18..s100_ts_Kern.csv	res.fixed	Kern	X.5984..fructose.1..17.18..s100	10	98671738	Zm00001d002169
GRMZM2G115598	3-215927859	-0.229906705	res.fixed_indirect_X.5988..Sucrose..23.988..s100_ts_L3Base.csv	res.fixed	L3Base	X.5988..Sucrose..23.988..s100	3	219450476	Zm00001d002169
GRMZM2G115598	10-123053407	-0.140695108	res.fixed_indirect_X.5984..fructose.1..17.18..s100_ts_Kern.csv	res.fixed	Kern	X.5984..fructose.1..17.18..s100	10	124129031	Zm00001d002169
GRMZM2G115598	4-165059989	-0.064669645	res.fixed_indirect_X.311..citric.acid..16.615..s100_ts_LMAN.csv	res.fixed	LMAN	X.311..citric.acid..16.615..s100	4	234965511	Zm00001d002169
GRMZM2G115598	4-202729086	0.066708322	res.fixed_indirect_X.311..citric.acid..16.615..s100_ts_LMAN.csv	res.fixed	LMAN	X.311..citric.acid..16.615..s100	4	206871246	Zm00001d002169
GRMZM2G115598	10-123053407	-0.140695108	res.fixed_indirect_X.311..citric.acid..16.615..s100_ts_Kern.csv	res.fixed	Kern	X.311..citric.acid..16.615..s100	10	124129031	Zm00001d002169
GRMZM2G115598	5-33937149	-0.09019965	res.fixed_indirect_X.311..citric.acid..16.615..s100_ts_LMAN.csv	res.fixed	LMAN	X.311..citric.acid..16.615..s100	5	35097832	Zm00001d002169
GRMZM2G115805	7-175250465	0.080439493	res.fixed_indirect_X.6287..L.valine.2..9.151_ts_L3Tip.csv	res.fixed	L3Tip	X.6287..L.valine.2..9.151	7	180746291	Zm00001d004196
GRMZM2G115805	6-122433987	-0.148913355	res.fixed_indirect_X.6287..L.valine.2..9.151_ts_L3Tip.csv	res.fixed	L3Tip	X.6287..L.valine.2..9.151	6	126138026	Zm00001d004196
GRMZM2G115805	6-96863183	0.194430987	res.fixed_indirect_X.6287..L.valine.2..9.151_ts_L3Tip.csv	res.fixed	L3Tip	X.6287..L.valine.2..9.151	6	99541196	Zm00001d004196
GRMZM2G115805	6-780025	0.28331926	res.fixed_indirect_X.6287..L.valine.2..9.151_ts_L3Tip.csv	res.fixed	L3Tip	X.6287..L.valine.2..9.151	6	799020	Zm00001d004196
GRMZM2G115805	2-36395318	-0.10284402	res.fixed_indirect_X.6287..L.valine.2..9.151_ts_L3Tip.csv	res.fixed	L3Tip	X.6287..L.valine.2..9.151	2	37243571	Zm00001d004196
GRMZM2G115905	7-34383834	0.118890858	res.fixed_indirect_NIROil_ts_LMAD.csv	res.fixed	LMAD	NIROil	7	35647858	
GRMZM2G115905	3-4554433	-0.164708838	res.fixed_indirect_NIROil_ts_LMAD.csv	res.fixed	LMAD	NIROil	3	3825241	
GRMZM2G115905	5-205335978	0.00971926	res.fixed_indirect_NIROil_ts_LMAD.csv	res.fixed	LMAD	NIROil	5	210909818	
GRMZM2G116908	4-145164995	-0.188876181	res.fixed_indirect_X.439194..glyceric.acid..10.735_ts_LMAN.csv	res.fixed	LMAN	X.439194..glyceric.acid..10.735	4	148575206	Zm00001d034581
GRMZM2G117064	4-202464555	-0.086805451	res.fixed_indirect_X.835..dehydroascorbic.acid..1..16.863_ts_LMAD.csv	res.fixed	LMAD	X.835..dehydroascorbic.acid..1..16.863	4	206599882	Zm00001d053009
GRMZM2G117064	10-127634978	-0.119011201	res.fixed_indirect_X.835..dehydroascorbic.acid..1..16.863_ts_LMAD.csv	res.fixed	LMAD	X.835..dehydroascorbic.acid..1..16.863	10	128647896	Zm00001d053009
GRMZM2G117064	10-145606324	-0.061796162	res.fixed_indirect_X.835..dehydroascorbic.acid..1..16.863_ts_LMAD.csv	res.fixed	LMAD	X.835..dehydroascorbic.acid..1..16.863	10	146945232	Zm00001d053009
GRMZM2G117064	10-128549074	0.148829699	res.fixed_indirect_X.835..dehydroascorbic.acid..1..16.863_ts_LMAD.csv	res.fixed	LMAD	X.835..dehydroascorbic.acid..1..16.863	10	129641951	Zm00001d053009
GRMZM2G117064	5-213224564	-0.080701709	res.fixed_indirect_X.835..dehydroascorbic.acid..1..16.863_ts_LMAD.csv	res.fixed	LMAD	X.835..dehydroascorbic.acid..1..16.863	5	219009938	Zm00001d053009
GRMZM2G117064	9-72284324	-0.064556775	res.fixed_indirect_X.835..dehydroascorbic.acid..1..16.863_ts_LMAD.csv	res.fixed	LMAD	X.835..dehydroascorbic.acid..1..16.863	9	58705482	Zm00001d053009
GRMZM2G117064	4-237686618	0.06465909	res.fixed_indirect_X.835..dehydroascorbic.acid..1..16.863_ts_LMAD.csv	res.fixed	LMAD	X.835..dehydroascorbic.acid..1..16.863	4	242397641	Zm00001d053009
GRMZM2G117064	6-4442883	-0.112699958	res.fixed_indirect_X.835..dehydroascorbic.acid..1..16.863_ts_LMAD.csv	res.fixed	LMAD	X.835..dehydroascorbic.acid..1..16.863	6	4490208	Zm00001d053009
GRMZM2G117064	2-100921099	0.121637345	res.fixed_indirect_X.835..dehydroascorbic.acid..1..16.863_ts_LMAD.csv	res.fixed	LMAD	X.835..dehydroascorbic.acid..1..16.863	2	103057068	Zm00001d053009
GRMZM2G117064	6-160020124	-0.128595365	res.fixed_indirect_X.835..dehydroascorbic.acid..1..16.863_ts_LMAD.csv	res.fixed	LMAD	X.835..dehydroascorbic.acid..1..16.863	6	163996116	Zm00001d053009
GRMZM2G117064	3-229397895	-0.1788347	res.fixed_indirect_X.835..dehydroascorbic.acid..1..16.863_ts_LMAD.csv	res.fixed	LMAD	X.835..dehydroascorbic.acid..1..16.863	3	233219578	Zm00001d053009
GRMZM2G117230	5-15465218	0.195395292	res.fixed_indirect_GDDDaystoTassel_ts_Kern.csv	res.fixed	Kern	GDDDaystoTassel	5	15985127	Zm00001d020590
GRMZM2G117230	5-15465218	0.195395292	res.fixed_indirect_DaystoSilk_ts_Kern.csv	res.fixed	Kern	DaystoSilk	5	15985127	Zm00001d020590
GRMZM2G117230	5-15465218	0.195395292	res.fixed_indirect_DaysToTassel_ts_Kern.csv	res.fixed	Kern	DaysToTassel	5	15985127	Zm00001d020590
GRMZM2G117230	9-145604648	-0.34107796	res.fixed_indirect_DaysToTassel_ts_Kern.csv	res.fixed	Kern	DaysToTassel	9	148185953	Zm00001d020590
GRMZM2G117230	9-145604648	-0.34107796	res.fixed_indirect_DaystoSilk_ts_Kern.csv	res.fixed	Kern	DaystoSilk	9	148185953	Zm00001d020590
GRMZM2G117230	1-278778554	0.065158118	res.fixed_indirect_DaysToTassel_ts_Kern.csv	res.fixed	Kern	DaysToTassel	1	283764827	Zm00001d020590
GRMZM2G117230	10-6248350	0.169464831	res.fixed_indirect_DaysToTassel_ts_Kern.csv	res.fixed	Kern	DaysToTassel	10	5942697	Zm00001d020590
GRMZM2G117230	10-6248350	0.169464831	res.fixed_indirect_DaystoSilk_ts_Kern.csv	res.fixed	Kern	DaystoSilk	10	5942697	Zm00001d020590
GRMZM2G117230	9-145604648	-0.34107796	res.fixed_indirect_GDDDaystoTassel_ts_Kern.csv	res.fixed	Kern	GDDDaystoTassel	9	148185953	Zm00001d020590
GRMZM2G117230	10-6248350	0.169464831	res.fixed_indirect_GDDDaystoTassel_ts_Kern.csv	res.fixed	Kern	GDDDaystoTassel	10	5942697	Zm00001d020590
GRMZM2G117230	1-278778554	0.065158118	res.fixed_indirect_GDDDaystoTassel_ts_Kern.csv	res.fixed	Kern	GDDDaystoTassel	1	283764827	Zm00001d020590
GRMZM2G117230	1-278778554	0.065158118	res.fixed_indirect_DaystoSilk_ts_Kern.csv	res.fixed	Kern	DaystoSilk	1	283764827	Zm00001d020590
GRMZM2G117281	1-198841929	0.131166558	res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_GRoot.csv	res.fixed	GRoot	X.5810..trans.4.hydroxy.L.proline.2..13.267	1	201271396	
GRMZM2G117281	1-73239020	-0.174854014	res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_GRoot.csv	res.fixed	GRoot	X.5810..trans.4.hydroxy.L.proline.2..13.267	1	74638154	
GRMZM2G117281	1-241802225	-0.435537526	res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_GRoot.csv	res.fixed	GRoot	X.5810..trans.4.hydroxy.L.proline.2..13.267	1	245400313	
GRMZM2G117281	9-59031107	-0.049426642	res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_GRoot.csv	res.fixed	GRoot	X.5810..trans.4.hydroxy.L.proline.2..13.267	9	72259448	
GRMZM2G117281	9-110883308	-0.191691003	res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_GRoot.csv	res.fixed	GRoot	X.5810..trans.4.hydroxy.L.proline.2..13.267	9	113797574	
GRMZM2G117281	8-148552385	-0.062536259	res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_GRoot.csv	res.fixed	GRoot	X.5810..trans.4.hydroxy.L.proline.2..13.267	8	153501674	
GRMZM2G117281	9-155374683	-0.112781604	res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_GRoot.csv	res.fixed	GRoot	X.5810..trans.4.hydroxy.L.proline.2..13.267	9	158187150	
GRMZM2G117281	7-141904269	-0.291944849	res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_GRoot.csv	res.fixed	GRoot	X.5810..trans.4.hydroxy.L.proline.2..13.267	7	146796068	
GRMZM2G117281	10-70173416	-0.117740996	res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_GRoot.csv	res.fixed	GRoot	X.5810..trans.4.hydroxy.L.proline.2..13.267	10	69303207	
GRMZM2G117281	3-179514546	-0.099184138	res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_GRoot.csv	res.fixed	GRoot	X.5810..trans.4.hydroxy.L.proline.2..13.267	3	182361369	
GRMZM2G117281	4-238768044	-0.173629917	res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_GRoot.csv	res.fixed	GRoot	X.5810..trans.4.hydroxy.L.proline.2..13.267	4	243525041	
GRMZM2G117281	6-5806746	-0.371496756	res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_GRoot.csv	res.fixed	GRoot	X.5810..trans.4.hydroxy.L.proline.2..13.267	6	5972624	
GRMZM2G117281	6-125572995	-0.287544574	res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_GRoot.csv	res.fixed	GRoot	X.5810..trans.4.hydroxy.L.proline.2..13.267	6	129308752	
GRMZM2G117281	4-9767278	0.063666384	res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_GRoot.csv	res.fixed	GRoot	X.5810..trans.4.hydroxy.L.proline.2..13.267	4	10622259	
GRMZM2G117281	10-30707779	-0.075428812	res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_GRoot.csv	res.fixed	GRoot	X.5810..trans.4.hydroxy.L.proline.2..13.267	10	31536521	
GRMZM2G117401	8-49877516	0.111340228	res.fixed_indirect_StandCount_ts_LMAD.csv	res.fixed	LMAD	StandCount	8	50941390	Zm00001d009233
GRMZM2G117401	8-133091574	-0.080829143	res.fixed_indirect_StandCount_ts_LMAD.csv	res.fixed	LMAD	StandCount	8	137530640	Zm00001d009233
GRMZM2G117401	9-12870727	-0.091703047	res.fixed_indirect_StandCount_ts_LMAD.csv	res.fixed	LMAD	StandCount	9	12397070	Zm00001d009233
GRMZM2G117401	7-109572340	-0.11835339	res.fixed_indirect_StandCount_ts_LMAD.csv	res.fixed	LMAD	StandCount	7	112724925	Zm00001d009233
GRMZM2G117401	3-94394136	-0.056174381	res.fixed_indirect_StandCount_ts_LMAD.csv	res.fixed	LMAD	StandCount	3	104766732	Zm00001d009233
GRMZM2G117401	9-152471820	-0.063554808	res.fixed_indirect_StandCount_ts_LMAD.csv	res.fixed	LMAD	StandCount	9	155347697	Zm00001d009233
GRMZM2G117746	6-145487576	-0.091099219	res.fixed_indirect_LeafLength_ts_Kern.csv	res.fixed	Kern	LeafLength	6	149374569	Zm00001d047426
GRMZM2G117746	4-58321753	-0.04013447	res.fixed_indirect_LeafLength_ts_Kern.csv	res.fixed	Kern	LeafLength	4	60633170	Zm00001d047426
GRMZM2G117746	8-43616198	-0.015486984	res.fixed_indirect_LeafLength_ts_Kern.csv	res.fixed	Kern	LeafLength	8	44813985	Zm00001d047426
GRMZM2G117746	10-146817322	-0.167296034	res.fixed_indirect_LeafLength_ts_Kern.csv	res.fixed	Kern	LeafLength	10	148183091	Zm00001d047426
GRMZM2G117746	1-242768295	-0.086609788	res.fixed_indirect_LeafLength_ts_Kern.csv	res.fixed	Kern	LeafLength	1	246356560	Zm00001d047426
GRMZM2G117746	7-146127691	-0.066375182	res.fixed_indirect_LeafLength_ts_Kern.csv	res.fixed	Kern	LeafLength	7	151029972	Zm00001d047426
GRMZM2G117746	8-44119126	-0.024807644	res.fixed_indirect_LeafLength_ts_Kern.csv	res.fixed	Kern	LeafLength	8	45342289	Zm00001d047426
GRMZM2G117746	2-59425643	-0.103159157	res.fixed_indirect_LeafLength_ts_Kern.csv	res.fixed	Kern	LeafLength	2	60957553	Zm00001d047426
GRMZM2G117746	9-127790970	0.217051609	res.fixed_indirect_LeafLength_ts_Kern.csv	res.fixed	Kern	LeafLength	9	129746379	Zm00001d047426
GRMZM2G117746	5-73139412	0.102945627	res.fixed_indirect_LeafLength_ts_Kern.csv	res.fixed	Kern	LeafLength	5	75257722	Zm00001d047426
GRMZM2G117746	2-75329283	0.037343512	res.fixed_indirect_LeafLength_ts_Kern.csv	res.fixed	Kern	LeafLength	2	76718953	Zm00001d047426
GRMZM2G117746	7-5151481	0.142772837	res.fixed_indirect_LeafLength_ts_Kern.csv	res.fixed	Kern	LeafLength	7	5405073	Zm00001d047426
GRMZM2G117746	2-5688237	0.153827705	res.fixed_indirect_LeafLength_ts_Kern.csv	res.fixed	Kern	LeafLength	2	5628176	Zm00001d047426
GRMZM2G117746	2-39189038	0.10070308	res.fixed_indirect_LeafLength_ts_Kern.csv	res.fixed	Kern	LeafLength	2	40126649	Zm00001d047426
GRMZM2G117763	1-17887273	-0.033234722	res.fixed_indirect_X.60961..adenosine..23.825_ts_GRoot.csv	res.fixed	GRoot	X.60961..adenosine..23.825	1	18192522	Zm00001d032734
GRMZM2G117763	5-198869515	-0.068362528	res.fixed_indirect_X.60961..adenosine..23.825_ts_GRoot.csv	res.fixed	GRoot	X.60961..adenosine..23.825	5	204121892	Zm00001d032734
GRMZM2G117763	1-179598716	-0.063683387	res.fixed_indirect_X.60961..adenosine..23.825_ts_GRoot.csv	res.fixed	GRoot	X.60961..adenosine..23.825	1	181559857	Zm00001d032734
GRMZM2G117763	3-179041106	0.12193431	res.fixed_indirect_X.60961..adenosine..23.825_ts_GRoot.csv	res.fixed	GRoot	X.60961..adenosine..23.825	3	181821419	Zm00001d032734
GRMZM2G117763	1-3658635	-0.184549519	res.fixed_indirect_X.60961..adenosine..23.825_ts_GRoot.csv	res.fixed	GRoot	X.60961..adenosine..23.825	1	3744186	Zm00001d032734
GRMZM2G117878	6-106479852	0.093515091	res.fixed_indirect_NumberofTilleringPlants_ts_L3Tip.csv	res.fixed	L3Tip	NumberofTilleringPlants	6	109685635	Zm00001d019256
GRMZM2G117878	5-25050123	0.039602643	res.fixed_indirect_NumberofTilleringPlants_ts_L3Tip.csv	res.fixed	L3Tip	NumberofTilleringPlants	5	25631958	Zm00001d019256
GRMZM2G117878	5-192312072	0.069665825	res.fixed_indirect_NumberofTilleringPlants_ts_L3Tip.csv	res.fixed	L3Tip	NumberofTilleringPlants	5	197646838	Zm00001d019256
GRMZM2G117878	5-185331830	-0.015225628	res.fixed_indirect_NumberofTilleringPlants_ts_L3Tip.csv	res.fixed	L3Tip	NumberofTilleringPlants	5	189915000	Zm00001d019256
GRMZM2G117878	9-50843900	0.012434208	res.fixed_indirect_NumberofTilleringPlants_ts_L3Tip.csv	res.fixed	L3Tip	NumberofTilleringPlants	9	51887939	Zm00001d019256
GRMZM2G117878	3-14045670	-0.005235333	res.fixed_indirect_NumberofTilleringPlants_ts_L3Tip.csv	res.fixed	L3Tip	NumberofTilleringPlants	3	13336636	Zm00001d019256
GRMZM2G117878	7-85285061	-0.42147799	res.fixed_indirect_NumberofTilleringPlants_ts_L3Tip.csv	res.fixed	L3Tip	NumberofTilleringPlants	7	24206697	Zm00001d019256
GRMZM2G117878	5-82252066	-0.085490127	res.fixed_indirect_NumberofTilleringPlants_ts_L3Tip.csv	res.fixed	L3Tip	NumberofTilleringPlants	5	84399410	Zm00001d019256
GRMZM2G117878	6-142945881	-0.123415045	res.fixed_indirect_NumberofTilleringPlants_ts_L3Tip.csv	res.fixed	L3Tip	NumberofTilleringPlants	6	146845698	Zm00001d019256
GRMZM2G117878	7-85375802	0.098235693	res.fixed_indirect_NumberofTilleringPlants_ts_L3Tip.csv	res.fixed	L3Tip	NumberofTilleringPlants	7	24272223	Zm00001d019256
GRMZM2G117878	5-160843607	-0.007458155	res.fixed_indirect_NumberofTilleringPlants_ts_L3Tip.csv	res.fixed	L3Tip	NumberofTilleringPlants	5	164603843	Zm00001d019256
