snps_for_medi,medi,coef,file,method,tissue,trait,seq,Pos
3-7406768,GRMZM2G047590,0.152098925669147,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_GRoot.csv,res.fixed,GRoot,X.5810..trans.4.hydroxy.L.proline.2..13.267,3,6554670
3-147275704,GRMZM6G161711,-0.0365636991795855,res.fixed_indirect_X.6255..maltose..2..24.915_ts_GShoot.csv,res.fixed,GShoot,X.6255..maltose..2..24.915,3,148445765
3-147275704,GRMZM2G047590,0.248064053094459,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_GRoot.csv,res.fixed,GRoot,X.5810..trans.4.hydroxy.L.proline.2..13.267,3,148445765
4-12902830,GRMZM2G047590,0.0918734088504055,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_GRoot.csv,res.fixed,GRoot,X.5810..trans.4.hydroxy.L.proline.2..13.267,4,13797263
4-234534335,GRMZM2G047590,-0.311113523027267,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_GRoot.csv,res.fixed,GRoot,X.5810..trans.4.hydroxy.L.proline.2..13.267,4,239193025
5-9835081,GRMZM2G047590,-0.227031591325861,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_GRoot.csv,res.fixed,GRoot,X.5810..trans.4.hydroxy.L.proline.2..13.267,5,10177378
7-23330464,GRMZM2G047590,0.196806239144248,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_GRoot.csv,res.fixed,GRoot,X.5810..trans.4.hydroxy.L.proline.2..13.267,7,24415708
1-73239020,GRMZM2G117281,-0.174854013595313,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_GRoot.csv,res.fixed,GRoot,X.5810..trans.4.hydroxy.L.proline.2..13.267,1,74638154
1-241802225,GRMZM2G117281,-0.435537526042379,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_GRoot.csv,res.fixed,GRoot,X.5810..trans.4.hydroxy.L.proline.2..13.267,1,245400313
3-179514546,GRMZM2G054109,-0.146107278691148,res.fixed_indirect_Spikelets.PrimaryBranch_ts_GRoot.csv,res.fixed,GRoot,Spikelets.PrimaryBranch,3,182361369
3-179514546,GRMZM2G117281,-0.0991841377904815,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_GRoot.csv,res.fixed,GRoot,X.5810..trans.4.hydroxy.L.proline.2..13.267,3,182361369
4-9767278,GRMZM2G117281,0.0636663838166194,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_GRoot.csv,res.fixed,GRoot,X.5810..trans.4.hydroxy.L.proline.2..13.267,4,10622259
4-238768044,GRMZM2G117281,-0.173629917224563,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_GRoot.csv,res.fixed,GRoot,X.5810..trans.4.hydroxy.L.proline.2..13.267,4,243525041
6-5806746,GRMZM2G117281,-0.371496755666904,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_GRoot.csv,res.fixed,GRoot,X.5810..trans.4.hydroxy.L.proline.2..13.267,6,5972624
6-125572995,GRMZM2G117281,-0.287544573741528,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_GRoot.csv,res.fixed,GRoot,X.5810..trans.4.hydroxy.L.proline.2..13.267,6,129308752
6-125572995,GRMZM2G469175,-0.113646792371136,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_L3Tip.csv,res.fixed,L3Tip,X.5810..trans.4.hydroxy.L.proline.2..13.267,6,129308752
7-141904269,GRMZM2G117281,-0.291944848600572,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_GRoot.csv,res.fixed,GRoot,X.5810..trans.4.hydroxy.L.proline.2..13.267,7,146796068
8-148552385,GRMZM2G117281,-0.0625362594374118,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_GRoot.csv,res.fixed,GRoot,X.5810..trans.4.hydroxy.L.proline.2..13.267,8,153501674
9-59031107,GRMZM2G117281,-0.0494266416457321,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_GRoot.csv,res.fixed,GRoot,X.5810..trans.4.hydroxy.L.proline.2..13.267,9,72259448
9-110883308,GRMZM2G117281,-0.191691002552055,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_GRoot.csv,res.fixed,GRoot,X.5810..trans.4.hydroxy.L.proline.2..13.267,9,113797574
9-155374683,GRMZM2G117281,-0.112781603951364,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_GRoot.csv,res.fixed,GRoot,X.5810..trans.4.hydroxy.L.proline.2..13.267,9,158187150
10-30707779,GRMZM2G117281,-0.0754288116075379,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_GRoot.csv,res.fixed,GRoot,X.5810..trans.4.hydroxy.L.proline.2..13.267,10,31536521
10-70173416,GRMZM2G117281,-0.117740996118018,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_GRoot.csv,res.fixed,GRoot,X.5810..trans.4.hydroxy.L.proline.2..13.267,10,69303207
2-6704563,GRMZM2G121070,0.0668208917622247,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_GRoot.csv,res.fixed,GRoot,X.5810..trans.4.hydroxy.L.proline.2..13.267,2,6621180
2-7693622,GRMZM2G121070,-0.285988049501722,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_GRoot.csv,res.fixed,GRoot,X.5810..trans.4.hydroxy.L.proline.2..13.267,2,7680475
2-7720311,GRMZM2G121070,0.274109826468907,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_GRoot.csv,res.fixed,GRoot,X.5810..trans.4.hydroxy.L.proline.2..13.267,2,7706216
2-8465559,GRMZM2G121070,-0.20696954284599,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_GRoot.csv,res.fixed,GRoot,X.5810..trans.4.hydroxy.L.proline.2..13.267,2,8639501
2-208627984,GRMZM2G121070,-0.156206219860328,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_GRoot.csv,res.fixed,GRoot,X.5810..trans.4.hydroxy.L.proline.2..13.267,2,214787992
3-187065327,GRMZM2G121070,-0.123198408380876,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_GRoot.csv,res.fixed,GRoot,X.5810..trans.4.hydroxy.L.proline.2..13.267,3,189946098
5-75921602,GRMZM2G121070,-0.10535607568863,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_GRoot.csv,res.fixed,GRoot,X.5810..trans.4.hydroxy.L.proline.2..13.267,5,78147117
7-4685960,GRMZM2G121070,0.12131420893115,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_GRoot.csv,res.fixed,GRoot,X.5810..trans.4.hydroxy.L.proline.2..13.267,7,4930407
8-118972034,GRMZM2G121070,-0.261405949226881,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_GRoot.csv,res.fixed,GRoot,X.5810..trans.4.hydroxy.L.proline.2..13.267,8,122481231
9-78415445,GRMZM2G121070,-0.0964351568895631,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_GRoot.csv,res.fixed,GRoot,X.5810..trans.4.hydroxy.L.proline.2..13.267,9,80644069
6-152517871,GRMZM2G113372,0.0757723104319139,res.fixed_indirect_SecondaryBranchNumber_ts_L3Base.csv,res.fixed,L3Base,SecondaryBranchNumber,6,156461564
10-78251737,GRMZM2G070211,-0.0423508594424838,res.fixed_indirect_X.119..gamma.aminobutyric.acid..GABA...13.326_ts_L3Base.csv,res.fixed,L3Base,X.119..gamma.aminobutyric.acid..GABA...13.326,10,77641732
5-143914032,GRMZM2G171650,-0.0669281092701595,res.fixed_indirect_SouthernLeafBlight_ts_L3Base.csv,res.fixed,L3Base,SouthernLeafBlight,5,147251607
5-144078766,GRMZM2G111529,-0.301729039494736,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_Kern.csv,res.fixed,Kern,X.5810..trans.4.hydroxy.L.proline.2..13.267,5,147424358
5-149085465,GRMZM2G111529,-0.154518149859235,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_Kern.csv,res.fixed,Kern,X.5810..trans.4.hydroxy.L.proline.2..13.267,5,152565927
1-227164804,GRMZM2G362470,0.0861328769679651,res.fixed_indirect_X.642609..trans.caftaric.acid.2..25.529_ts_L3Base.csv,res.fixed,L3Base,X.642609..trans.caftaric.acid.2..25.529,1,230713085
1-271916985,GRMZM2G362470,-0.0144775249874997,res.fixed_indirect_X.642609..trans.caftaric.acid.2..25.529_ts_Kern.csv,res.fixed,Kern,X.642609..trans.caftaric.acid.2..25.529,1,276606235
3-229872885,GRMZM2G147408,-0.0726796108644308,res.fixed_indirect_NIRStarch_ts_LMAD.csv,res.fixed,LMAD,NIRStarch,3,233740434
4-231962102,GRMZM2G362470,0.0817508964958571,res.fixed_indirect_X.642609..trans.caftaric.acid.2..25.529_ts_L3Base.csv,res.fixed,L3Base,X.642609..trans.caftaric.acid.2..25.529,4,236493229
5-14375194,GRMZM2G362470,-0.0660124323673976,res.fixed_indirect_X.642609..trans.caftaric.acid.2..25.529_ts_L3Base.csv,res.fixed,L3Base,X.642609..trans.caftaric.acid.2..25.529,5,14872784
5-194261233,GRMZM2G091176,-0.0174886744977124,res.fixed_indirect_X.6537496..chlorogenic.acid.1..26.37_ts_L3Base.csv,res.fixed,L3Base,X.6537496..chlorogenic.acid.1..26.37,5,199659219
7-19269597,GRMZM2G362470,-0.0400093117353228,res.fixed_indirect_X.642609..trans.caftaric.acid.2..25.529_ts_L3Base.csv,res.fixed,L3Base,X.642609..trans.caftaric.acid.2..25.529,7,19971630
1-2638139,GRMZM2G016890,-0.29484866693967,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_Kern.csv,res.fixed,Kern,X.5810..trans.4.hydroxy.L.proline.2..13.267,1,2729093
1-232334607,GRMZM2G016890,-0.0573736350313701,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_Kern.csv,res.fixed,Kern,X.5810..trans.4.hydroxy.L.proline.2..13.267,1,235865998
1-297824712,GRMZM2G016890,-0.18308863374146,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_Kern.csv,res.fixed,Kern,X.5810..trans.4.hydroxy.L.proline.2..13.267,1,303226459
1-299119734,GRMZM2G016890,-0.124952625721778,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_Kern.csv,res.fixed,Kern,X.5810..trans.4.hydroxy.L.proline.2..13.267,1,304580641
1-299389159,GRMZM2G016890,-0.296801716558424,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_Kern.csv,res.fixed,Kern,X.5810..trans.4.hydroxy.L.proline.2..13.267,1,304837016
2-18610707,GRMZM2G016890,-0.131786016010864,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_Kern.csv,res.fixed,Kern,X.5810..trans.4.hydroxy.L.proline.2..13.267,2,19196043
2-28678558,GRMZM2G016890,-0.110172951788539,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_Kern.csv,res.fixed,Kern,X.5810..trans.4.hydroxy.L.proline.2..13.267,2,29468817
2-237325391,GRMZM2G016890,-0.133420825339565,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_Kern.csv,res.fixed,Kern,X.5810..trans.4.hydroxy.L.proline.2..13.267,2,240706330
3-179395983,GRMZM2G016890,-0.200371763148913,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_Kern.csv,res.fixed,Kern,X.5810..trans.4.hydroxy.L.proline.2..13.267,3,182217131
4-188259717,GRMZM2G016890,-0.0880731337756612,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_Kern.csv,res.fixed,Kern,X.5810..trans.4.hydroxy.L.proline.2..13.267,4,192203754
5-29511017,GRMZM2G016890,-0.114042683665474,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_Kern.csv,res.fixed,Kern,X.5810..trans.4.hydroxy.L.proline.2..13.267,5,30470641
5-175139022,GRMZM2G016890,-0.166856331239336,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_Kern.csv,res.fixed,Kern,X.5810..trans.4.hydroxy.L.proline.2..13.267,5,179066514
5-175296883,GRMZM2G016890,0.0370984287801357,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_Kern.csv,res.fixed,Kern,X.5810..trans.4.hydroxy.L.proline.2..13.267,5,179304526
8-140982966,GRMZM2G016890,-0.150231917660437,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_Kern.csv,res.fixed,Kern,X.5810..trans.4.hydroxy.L.proline.2..13.267,8,145609831
9-2635786,GRMZM2G016890,-0.315560959274541,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_Kern.csv,res.fixed,Kern,X.5810..trans.4.hydroxy.L.proline.2..13.267,9,2355124
9-8134364,GRMZM2G016890,-0.297820042958491,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_Kern.csv,res.fixed,Kern,X.5810..trans.4.hydroxy.L.proline.2..13.267,9,7734675
9-22852645,GRMZM2G016890,-0.279002822675656,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_Kern.csv,res.fixed,Kern,X.5810..trans.4.hydroxy.L.proline.2..13.267,9,22702139
10-121520963,GRMZM2G016890,-0.163697196583283,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_Kern.csv,res.fixed,Kern,X.5810..trans.4.hydroxy.L.proline.2..13.267,10,122597955
1-154025868,GRMZM2G111529,-0.206192180375813,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_Kern.csv,res.fixed,Kern,X.5810..trans.4.hydroxy.L.proline.2..13.267,1,155893210
1-223207935,GRMZM2G111529,-0.0376596493764028,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_Kern.csv,res.fixed,Kern,X.5810..trans.4.hydroxy.L.proline.2..13.267,1,226565663
1-268965307,GRMZM2G111529,-0.0719008317508316,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_Kern.csv,res.fixed,Kern,X.5810..trans.4.hydroxy.L.proline.2..13.267,1,273629713
1-271825310,GRMZM2G111529,0.0576750310419001,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_Kern.csv,res.fixed,Kern,X.5810..trans.4.hydroxy.L.proline.2..13.267,1,276509991
1-294212349,GRMZM2G111529,0.183534617896523,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_Kern.csv,res.fixed,Kern,X.5810..trans.4.hydroxy.L.proline.2..13.267,1,299621002
4-52442964,GRMZM2G111529,-0.177160790107979,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_Kern.csv,res.fixed,Kern,X.5810..trans.4.hydroxy.L.proline.2..13.267,4,54624695
5-90510737,GRMZM2G111529,-0.727582476603686,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_Kern.csv,res.fixed,Kern,X.5810..trans.4.hydroxy.L.proline.2..13.267,5,92791543
5-182937028,GRMZM2G111529,0.163439864695709,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_Kern.csv,res.fixed,Kern,X.5810..trans.4.hydroxy.L.proline.2..13.267,5,187513427
6-3680029,GRMZM2G111529,-0.119128841436569,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_Kern.csv,res.fixed,Kern,X.5810..trans.4.hydroxy.L.proline.2..13.267,6,3731977
1-29623928,GRMZM2G003409,-0.0707212536809765,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_L3Base.csv,res.fixed,L3Base,X.5810..trans.4.hydroxy.L.proline.2..13.267,1,29882543
1-102326536,GRMZM2G003409,0.133086130274409,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_L3Base.csv,res.fixed,L3Base,X.5810..trans.4.hydroxy.L.proline.2..13.267,1,104916052
1-224311511,GRMZM2G003409,-0.154278806186777,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_L3Base.csv,res.fixed,L3Base,X.5810..trans.4.hydroxy.L.proline.2..13.267,1,227864701
1-224311511,GRMZM2G113409,-0.118617552662744,res.fixed_indirect_SecondaryBranchNumber_ts_L3Tip.csv,res.fixed,L3Tip,SecondaryBranchNumber,1,227864701
1-252999230,GRMZM2G003409,-0.110028115597977,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_L3Base.csv,res.fixed,L3Base,X.5810..trans.4.hydroxy.L.proline.2..13.267,1,257145087
2-6647533,GRMZM2G003409,0.0456120500779355,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_L3Base.csv,res.fixed,L3Base,X.5810..trans.4.hydroxy.L.proline.2..13.267,2,6569058
2-217593629,GRMZM2G003409,0.0767853300277095,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_L3Base.csv,res.fixed,L3Base,X.5810..trans.4.hydroxy.L.proline.2..13.267,2,223712188
3-46993828,GRMZM2G003409,-0.0288838263152896,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_L3Base.csv,res.fixed,L3Base,X.5810..trans.4.hydroxy.L.proline.2..13.267,3,46730691
3-52172338,GRMZM2G003409,0.132602368729387,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_L3Base.csv,res.fixed,L3Base,X.5810..trans.4.hydroxy.L.proline.2..13.267,3,52064833
3-203734062,GRMZM2G003409,0.0986541756927441,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_L3Base.csv,res.fixed,L3Base,X.5810..trans.4.hydroxy.L.proline.2..13.267,3,206915865
4-224127942,GRMZM2G003409,-0.142167217198553,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_L3Base.csv,res.fixed,L3Base,X.5810..trans.4.hydroxy.L.proline.2..13.267,4,227925330
5-208689847,GRMZM2G003409,-0.0556157947844293,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_L3Base.csv,res.fixed,L3Base,X.5810..trans.4.hydroxy.L.proline.2..13.267,5,214441284
6-165516771,GRMZM2G003409,-0.1450168651557,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_L3Base.csv,res.fixed,L3Base,X.5810..trans.4.hydroxy.L.proline.2..13.267,6,169464601
7-50067463,GRMZM2G003409,0.190394025034753,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_L3Base.csv,res.fixed,L3Base,X.5810..trans.4.hydroxy.L.proline.2..13.267,7,51681674
7-119503134,GRMZM2G003409,-0.296186756249709,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_L3Base.csv,res.fixed,L3Base,X.5810..trans.4.hydroxy.L.proline.2..13.267,7,123206247
7-144611556,GRMZM2G003409,-0.12367743504793,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_L3Base.csv,res.fixed,L3Base,X.5810..trans.4.hydroxy.L.proline.2..13.267,7,149502570
7-152003719,GRMZM2G003409,0.0970900032126364,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_L3Base.csv,res.fixed,L3Base,X.5810..trans.4.hydroxy.L.proline.2..13.267,7,157338172
8-46142044,GRMZM2G003409,-0.109447157872693,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_L3Base.csv,res.fixed,L3Base,X.5810..trans.4.hydroxy.L.proline.2..13.267,8,47452899
10-14205307,GRMZM2G003409,-0.123857285150718,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_L3Base.csv,res.fixed,L3Base,X.5810..trans.4.hydroxy.L.proline.2..13.267,10,14344732
1-219095279,GRMZM2G035944,0.127965956523727,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_L3Base.csv,res.fixed,L3Base,X.5810..trans.4.hydroxy.L.proline.2..13.267,1,222242804
1-227934841,GRMZM2G035944,0.201465261119994,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_L3Base.csv,res.fixed,L3Base,X.5810..trans.4.hydroxy.L.proline.2..13.267,1,231489990
1-243721401,GRMZM2G035944,-0.10944387349916,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_L3Base.csv,res.fixed,L3Base,X.5810..trans.4.hydroxy.L.proline.2..13.267,1,247351929
3-56546168,GRMZM2G035944,-0.104697003761638,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_L3Base.csv,res.fixed,L3Base,X.5810..trans.4.hydroxy.L.proline.2..13.267,3,56543304
3-89314509,GRMZM2G035944,-0.0490702043545463,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_L3Base.csv,res.fixed,L3Base,X.5810..trans.4.hydroxy.L.proline.2..13.267,3,109894989
3-88869534,GRMZM2G035944,0.082785718819177,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_L3Base.csv,res.fixed,L3Base,X.5810..trans.4.hydroxy.L.proline.2..13.267,3,110356664
3-128977625,GRMZM2G035944,0.11760204520834,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_L3Base.csv,res.fixed,L3Base,X.5810..trans.4.hydroxy.L.proline.2..13.267,3,129476545
3-147588261,GRMZM2G035944,-0.136114060198713,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_L3Base.csv,res.fixed,L3Base,X.5810..trans.4.hydroxy.L.proline.2..13.267,3,148761962
3-226786223,GRMZM2G035944,0.0839199629019266,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_L3Base.csv,res.fixed,L3Base,X.5810..trans.4.hydroxy.L.proline.2..13.267,3,230510338
5-30792391,GRMZM2G035944,0.152379499765982,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_L3Base.csv,res.fixed,L3Base,X.5810..trans.4.hydroxy.L.proline.2..13.267,5,31742644
5-161384162,GRMZM2G035944,0.155346034974823,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_L3Base.csv,res.fixed,L3Base,X.5810..trans.4.hydroxy.L.proline.2..13.267,5,165164466
7-8051956,GRMZM2G035944,-0.0834153918766857,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_L3Base.csv,res.fixed,L3Base,X.5810..trans.4.hydroxy.L.proline.2..13.267,7,8340126
8-5357567,GRMZM2G035944,-0.0805415558367216,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_L3Base.csv,res.fixed,L3Base,X.5810..trans.4.hydroxy.L.proline.2..13.267,8,5673343
8-122291780,GRMZM2G035944,0.0649721623228997,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_L3Base.csv,res.fixed,L3Base,X.5810..trans.4.hydroxy.L.proline.2..13.267,8,126089165
8-122338729,GRMZM2G035944,-0.082539933041749,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_L3Base.csv,res.fixed,L3Base,X.5810..trans.4.hydroxy.L.proline.2..13.267,8,126137530
8-122357669,GRMZM2G035944,-0.14909921461705,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_L3Base.csv,res.fixed,L3Base,X.5810..trans.4.hydroxy.L.proline.2..13.267,8,126156628
8-122379889,GRMZM2G035944,-0.304064674534686,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_L3Base.csv,res.fixed,L3Base,X.5810..trans.4.hydroxy.L.proline.2..13.267,8,126178848
8-138986833,GRMZM2G035944,0.0695409160069825,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_L3Base.csv,res.fixed,L3Base,X.5810..trans.4.hydroxy.L.proline.2..13.267,8,143689480
9-107659966,GRMZM2G050684,-0.0953220100701395,res.fixed_indirect_X.5960..aspartic.acid.2..13.207_ts_L3Tip.csv,res.fixed,L3Tip,X.5960..aspartic.acid.2..13.207,9,110214698
9-107659966,GRMZM2G035944,-0.10493624272464,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_L3Base.csv,res.fixed,L3Base,X.5810..trans.4.hydroxy.L.proline.2..13.267,9,110214698
10-84103429,GRMZM2G163296,-0.0613808669483448,res.fixed_indirect_X.738..L.glutamine.2..14.083_ts_L3Base.csv,res.fixed,L3Base,X.738..L.glutamine.2..14.083,10,83959025
10-84103429,GRMZM2G035944,0.0630998748649099,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_L3Base.csv,res.fixed,L3Base,X.5810..trans.4.hydroxy.L.proline.2..13.267,10,83959025
1-15196060,GRMZM2G104231,-0.143869417329702,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_L3Base.csv,res.fixed,L3Base,X.5810..trans.4.hydroxy.L.proline.2..13.267,1,15428560
1-15196060,AC148152.3_FG005,-0.279731921121456,res.fixed_indirect_TotalSeedWeight_ts_L3Tip.csv,res.fixed,L3Tip,TotalSeedWeight,1,15428560
1-264038936,GRMZM2G104231,-0.260349089959859,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_L3Base.csv,res.fixed,L3Base,X.5810..trans.4.hydroxy.L.proline.2..13.267,1,268811087
2-106914080,GRMZM2G104231,-0.324846456111075,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_L3Base.csv,res.fixed,L3Base,X.5810..trans.4.hydroxy.L.proline.2..13.267,2,109324530
4-183247607,GRMZM2G104231,-0.157953845929466,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_L3Base.csv,res.fixed,L3Base,X.5810..trans.4.hydroxy.L.proline.2..13.267,4,186438505
5-28943476,GRMZM2G104231,-0.114984584285548,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_L3Base.csv,res.fixed,L3Base,X.5810..trans.4.hydroxy.L.proline.2..13.267,5,29852343
5-152536025,GRMZM2G104231,-0.200677105796428,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_L3Base.csv,res.fixed,L3Base,X.5810..trans.4.hydroxy.L.proline.2..13.267,5,156210273
5-196814619,GRMZM2G104231,-0.166348757031071,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_L3Base.csv,res.fixed,L3Base,X.5810..trans.4.hydroxy.L.proline.2..13.267,5,201959612
7-32315513,GRMZM2G104231,-0.293034629126987,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_L3Base.csv,res.fixed,L3Base,X.5810..trans.4.hydroxy.L.proline.2..13.267,7,33530832
